Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,Coor_X,Coor_Y
28,4.4,0.89,31,1133,2.1,0.15,0.03,6.3,34,12,347,9.3,23,22,367,0.18,13,13,156,44,0.25,2.4,350,7,2748,1.4,46,1.3,17,21,308,15.56,1.67,2.75,2.96,0.72,2.85,73.37,40502676.68,4076607.939
26,4.2,0.69,23,1766,2,0.11,0.02,1.6,25,11,276,6.5,16,18,321,0.2,6,7.7,151,45,0.18,2.1,473,5,1998,0.62,34,1.2,15,21,225,15.26,1.41,2,3.61,0.49,3.26,72.54,40506245.58,4076609.805
26,3.6,1.5,23,1733,1.9,0.11,0.02,6.7,37,10,314,7.6,19,18,383,0.28,8.3,9.8,151,51,0.18,2.4,467,8,2248,0.85,38,1.1,15,20,258,15.41,1.44,2.15,3.22,0.49,3.23,72.15,40508030.03,4076611.298
32,4.2,1.3,28,1600,2,0.11,0.02,5,34,12,276,9.3,18,15,398,0.34,10,21,133,44,0.23,2.2,410,5,2398,0.89,42,1.2,17,24,350,15.26,1.21,2.31,3.25,0.53,2.85,71.51,40509814.48,4076613.165
33,7.4,1.6,29,1133,2.2,0.14,0.08,11,64,19,334,5.4,27,18,551,0.31,13,18,203,42,0.31,2.4,280,6,3497,1.1,70,2,24,31,258,14.47,1.24,3.54,3.15,0.79,2.72,71.21,40512491.16,4076616.665
46,14,1.5,37,773,2.1,0.15,0.05,15,79,27,385,12,35,22,613,0.31,15,28,273,39,0.46,3.6,193,9,4296,1.3,86,2.3,29,46,400,14.32,1.63,4.46,2.58,1.27,2,68.56,40514275.61,4076619.464
31,12,1,34,747,2.1,0.21,0.04,14,57,20,359,7.6,32,20,627,0.28,15,22,261,36,0.52,2.6,187,10,4746,1.5,81,1.9,26,34,483,13.22,1.58,3.91,2.75,1.07,2.18,73.24,40516060.07,4076622.637
34,14,1.4,36,767,2,0.18,0.07,23,96,29,570,13,58,35,1010,0.44,14,40,273,44,0.63,2.3,130,13,4246,3,85,1.7,25,67,258,15.89,1.3,5.51,3.1,1.62,1.48,66.91,40517844.52,4076626.184
29,12,1.2,48,717,1.9,0.15,0.04,12,64,19,410,11,33,22,505,0.37,12,21,292,35,0.43,2.1,177,8,3847,2,72,1.9,22,38,358,12.28,1.45,3.66,2.52,1.09,1.91,72.97,40522305.66,4076636.683
31,8.4,1,42,747,2,0.3,0.03,13,58,21,285,14,37,22,737,0.27,15,30,304,26,0.47,3,227,8,4246,1.1,77,1.5,26,21,475,12.11,1.44,3.51,2.26,1.02,1.9,72.65,40525874.57,4076646.762
21,7.8,0.8,46,793,1.8,0.25,0.03,12,59,20,328,11,45,29,790,0.27,15,31,389,20,0.4,2.4,233,10,4097,1.8,76,2,26,23,324,12.56,2.11,3.83,2.32,1.17,1.79,71.81,40528551.26,4076655.302
34,10,0.69,44,640,2,0.3,0.05,12,71,22,375,7.8,41,26,860,0.34,15,35,448,29,0.54,3,243,9,4471,1.8,84,1.8,26,36,330,12.96,2.04,4.08,2.21,1.37,1.79,67.25,40530335.72,4076661.461
34,8.7,0.89,42,773,1.8,0.28,0.03,9.5,44,18,285,14,42,20,673,0.33,15,26,338,27,0.44,2.5,240,11,4746,1.5,76,2.2,24,20,406,12.11,1.45,3.6,2.24,1.01,1.91,72.92,40532116,4077777.763
32,9.6,0.69,36,900,1.8,0.3,0.05,13,78,19,394,60,35,25,830,0.36,12,26,515,26,0.43,2.4,273,9,4471,1.7,81,1.9,21,32,289,13.54,1.81,4.23,2.07,1.32,1.9,70.27,40538360.81,4077803.571
31,7.8,1.3,30,550,1.3,0.18,0.14,13,73,24,656,17,34,30,640,0.27,18,25,365,20,0.47,1.1,165,11,4596,1.5,80,1.3,22,40,375,12.07,2.51,4.93,1.95,2.83,1.79,47.68,40549958.35,4077863.634
30,4.6,1,38,617,1.5,0.21,0.14,13,97,23,627,18,36,30,583,0.15,18,24,425,25,0.34,2.3,193,11,4946,0.68,82,1.3,23,46,567,11.71,2.54,4.43,2.14,2.25,1.91,66.53,40552634.72,4077879.735
25,3.2,1.2,35,750,1.5,0.15,0.12,14,83,21,760,17,42,30,623,0.18,18,28,425,29,0.3,3.4,200,13,4446,1.9,88,0.91,22,66,525,11.46,3.95,5.53,2.34,3.41,1.98,65.35,40554418.96,4077890.936
23,5.5,1,25,683,1.3,0.15,0.18,14,63,18,1016,20,38,24,623,0.18,18,25,700,15,0.4,1.9,177,11,4446,1.4,88,0.75,23,50,308,10.94,7.41,5.49,1.96,6.74,1.76,60.62,40556203.21,4077902.51
41,6.8,1.6,34,683,1.7,0.18,0.14,12,73,24,670,26,44,30,527,0.3,20,25,500,29,0.43,3,217,14,4846,1.6,80,1.2,24,74,333,12.37,3.45,4.93,2.44,2.83,2.11,65.56,40557987.46,4077914.457
40,5.5,1.3,24,1266,1.8,0.18,0.03,6.7,57,15,370,7.9,33,26,517,0.25,6.5,27,556,23,0.37,1.9,367,7,2696,2,68,1.2,22,54,196,12.47,1.37,4.14,2.69,1.16,2.8,70.12,40500000,4077717.282
12,4.3,1.2,22,1966,1.9,0.15,0.02,13,18,12,252,8.6,25,19,500,0.17,5.3,20,234,28,0.28,1.7,550,8,1748,1.5,47,0.87,19,37,200,13.88,1.2,2.6,3.09,0.61,3.42,71.47,40501783.99,4078827.233
21,5.1,1,25,1600,1.9,0.17,0.05,11,26,15,233,7.9,27,19,533,0.2,8.8,22,234,23,0.18,1.7,433,7,1847,1.4,43,1.2,21,37,204,12.22,0.86,2.54,2.96,0.48,3.12,70.31,40504459.97,4078828.213
22,5.3,1.2,22,1866,1.5,0.12,0.04,1.6,20,13,173,10,16,19,343,0.15,5,12,170,26,0.23,1.8,513,5,1498,1.2,28,0.57,14,32,179,12.13,0.93,2,3.07,0.34,3.3,72.28,40506243.95,4078829.333
116,5.5,1.8,23,2066,1.6,0.05,0.03,1.6,30,14,163,7.9,16,19,353,0.25,5.5,12,186,28,0.34,1.7,450,6,1847,1.3,36,0.69,15,34,300,13.3,0.97,2,3.34,0.36,2.89,74.12,40508027.94,4078830.827
26,4.3,0.89,22,1700,1.6,0.18,0.02,1.6,19,12,198,8.6,16,19,350,0.2,5.3,8.3,175,26,0.31,2.4,423,7,2047,1.4,37,1,13,34,267,13.47,1.03,2.28,3.09,0.51,2.95,71.66,40509811.93,4078832.694
24,4.8,1.5,22,1483,1.9,0.15,0.04,1.6,25,10,233,7.2,17,22,500,0.52,4.8,14,170,31,0.33,2.1,380,7,2297,1.6,47,2.4,17,36,342,14.2,1.04,2.65,3.36,0.54,3,70.93,40512487.91,4078836.194
24,9.4,1.4,24,933,2.1,0.18,0.04,13,37,20,404,12,33,24,700,0.51,14,22,501,22,0.43,2.8,230,10,4993,2.5,78,2.3,30,62,458,13.3,1.51,4.83,2.81,1.17,2.45,70.53,40514271.9,4078838.995
28,13,1.2,30,900,1.9,0.2,0.08,8.7,56,19,297,11,27,24,480,0.37,9.7,22,274,26,0.54,2.1,227,7,2996,1.9,65,1.4,24,52,392,12.64,1.2,3.13,2.93,0.86,2.34,74.14,40516055.89,4078842.168
86,13,1.4,20,700,2.1,0.3,0.09,18,107,50,694,12,47,31,550,2.5,10,45,374,20,0.23,1.9,153,12,3545,3.1,134,0.81,21,80,254,17.45,1.16,6.39,2.93,1.65,1.76,63.08,40517839.88,4078845.715
31,37,2.4,32,1000,2.1,0.18,0.19,15,77,24,344,14,53,28,450,0.34,9.8,29,257,25,1.8,2.4,190,6,3196,2.8,79,2.5,25,54,342,14.62,0.85,3.98,2.77,1.01,1.67,73.35,40520515.86,4078851.736
31,12,1.2,29,1033,1.9,0.21,0.07,12,65,15,264,9.3,35,22,550,0.2,12,25,263,18,0.56,2.5,230,10,3445,2.4,76,1.6,29,44,500,11.8,1.24,3.4,2.69,1.04,1.98,75.62,40522299.85,4078856.217
19,7.2,1,36,700,2,0.15,0.04,17,70,19,285,9,37,24,650,0.23,14,30,255,19,0.51,3.1,193,8,4746,1.5,92,1.8,27,40,450,12.07,1.49,4.67,2.4,1.37,2.12,73.05,40524083.84,4078861.071
24,5.1,0.8,35,800,1.7,0.11,0.05,10,43,14,304,1,37,24,547,0.2,13,18,360,19,0.4,2.5,217,9,4097,3.3,67,1.7,24,38,433,12.5,1.23,3.05,2.31,0.99,1.96,75.15,40525867.84,4078866.298
30,8,1.4,31,733,1.7,0.14,0.06,12,60,19,370,8,43,22,733,0.15,13,25,515,16,0.58,2.6,223,10,4196,1.4,87,1.7,22,43,308,13.41,3.49,4.4,2.04,1.45,1.77,68.39,40528543.83,4078874.839
26,4.5,1,30,700,1.7,0.15,0.08,17,50,19,380,10,58,20,667,0.25,12,26,391,15,0.4,2,207,15,4646,1.6,87,1.8,25,55,417,13.49,4.5,4.51,2.04,1.9,1.61,66.46,40530327.82,4078881
48,8.1,1,29,767,1.7,0.15,0.06,19,53,19,329,16,47,22,1000,0.2,13,28,422,25,0.58,2,193,12,4746,2.3,83,1.5,21,78,375,13.75,1.58,4.61,2.16,1.29,1.83,67.3,40532111.82,4078887.534
20,5.1,1.1,23,1010,1.5,0.11,0.05,15,50,16,342,15,44,24,633,0.14,11,22,484,15,0.4,2.1,287,10,4396,1.9,82,1.7,20,45,325,14.66,2,4.68,2.01,1.57,1.91,69.05,40533895.81,4078894.442
30,6.7,1.2,28,800,1.6,0.14,0.05,15,53,17,342,20,43,20,677,0.15,13,25,378,19,0.6,2.4,237,9,4696,2.2,82,1.6,23,48,333,14.17,1.83,4.54,2.16,1.55,1.81,69.8,40536571.81,4078905.503
28,7.1,1.1,36,617,1.5,0.15,0.05,11,47,17,342,12,29,29,650,0.2,12,26,348,19,0.5,2.9,157,9,4396,2,75,1.6,17,38,358,12.99,1.79,4.24,2.12,1.49,1.83,73.84,40538355.81,4078913.344
30,6.4,0.8,32,717,1.5,0.1,0.04,12,50,16,329,14,37,22,600,0.31,12,23,700,17,0.41,3.1,220,10,4446,1.9,73,1.6,20,34,425,12.5,1.66,3.64,2.19,1.01,2.29,77.31,40540134.59,4080031.335
26,5.4,0.8,30,600,1.9,0.14,0.07,13,73,23,352,26,37,30,733,0.25,16,34,315,22,0.51,1.8,223,9,5096,1.4,107,1.5,23,42,500,12.75,2.54,4.93,2.02,1.87,2.14,69.93,40549945.34,4080083.195
25,4.2,1,38,610,1.5,0.15,0.15,16,67,22,646,14,36,20,567,0.25,19,22,500,27,0.46,2.6,172,11,5495,1.4,90,1.3,24,50,633,12.45,2.08,5.26,2.25,1.97,2.04,65.41,40551729.12,4080093.838
25,5,1.7,27,700,1.5,0.17,0.15,12,53,24,770,31,41,25,540,0.2,18,17,525,26,0.5,2.8,170,12,5246,1.6,90,1.3,27,46,733,11.62,2.37,5.16,2.3,2.25,1.92,68.45,40554404.8,4080110.503
248,108,14,38,750,1.4,0.23,0.31,16,52,42,770,38,33,25,733,0.5,17,19,950,69,0.62,3.1,165,11,5595,1.6,83,2.1,23,139,442,11.09,2.99,6.91,2.07,3.25,1.75,64.73,40556188.58,4080122.079
58,5.7,1.8,45,610,1.6,0.2,0.25,13,87,28,741,20,40,30,597,0.27,17,28,625,37,0.5,2.6,200,10,4746,1.4,83,1.6,25,59,333,12.22,3.07,5.41,2.21,3.08,2.03,63.49,40557972.37,4080134.029
26,6.2,1.4,18,1400,2,0.14,0.03,15,50,13,480,8.6,33,19,603,0.37,10,26,735,28,0.56,3.2,407,7,3046,1.7,64,1,24,56,242,13.79,2.42,4.08,3.05,1.47,3,67.53,40500000,4079936.813
22,4.1,1.1,25,1433,1.9,0.05,0.03,13,32,14,385,7.2,23,24,390,0.25,6.8,20,170,29,0.4,2.3,390,7,2197,1.5,41,0.87,19,30,233,12.88,1.1,2.28,3.09,0.49,3.19,73.05,40501783.75,4079937
28,6.4,8.7,28,1266,2,0.15,0.02,15,54,17,392,9.3,37,24,490,0.34,5.2,25,421,26,0.63,2.3,407,10,1123,1.6,26,1.1,27,44,71,13.3,1.53,3.55,2.84,0.87,2.61,70.53,40504459.39,4079937.98
28,4.6,1.3,24,1633,1.8,0.17,0.05,7,33,13,223,8.6,22,19,450,0.31,7,18,221,34,0.46,2.5,417,6,1872,1.5,38,1.1,19,37,212,13.37,0.86,2.23,3.09,0.43,3.37,72.5,40506243.14,4079939.1
21,7.4,2,28,2233,1.6,0.15,0.05,6.7,27,9.7,212,4.3,18,19,423,0.21,7,13,286,33,0.6,2.2,507,7,1648,1.3,33,0.81,15,32,187,13.47,0.9,1.91,3.25,0.33,3.37,72.99,40508025.85,4081050.363
14,4.4,1.8,20,3233,1.7,0.15,0.02,6.7,19,9,198,5.4,19,16,423,0.11,6.3,16,148,32,0.58,1.9,750,7,1508,1.4,31,0.64,16,36,137,14.2,1.1,2.08,3.39,0.31,3.77,71.17,40509809.37,4081052.23
14,5.5,1.4,24,1933,2.2,0.17,0.05,9,21,10,212,4,18,16,433,0.27,6.5,19,148,33,0.49,2.2,450,8,1802,1.4,40,1.2,16,30,167,14.13,0.95,2.25,3.48,0.46,3.15,70.89,40512484.66,4081055.731
80,7.4,2.7,32,687,2,0.44,0.07,12,39,17,359,12,35,24,550,0.93,14,23,310,33,0.64,3.5,160,11,3245,2.5,64,1.9,34,50,508,11.14,0.97,4.26,2.72,0.86,2.66,71.43,40514268.18,4081058.532
830,10,1.5,32,767,1.8,0.23,0.1,11,44,24,314,8.6,32,16,650,0.46,12,26,280,25,0.67,2.7,180,11,3445,2.4,76,2,31,54,458,11.63,0.97,4.38,2.69,0.97,2.33,68.54,40516051.7,4081061.707
157,15,3.3,24,567,2.1,0.49,0.33,24,128,64,1007,13,39,38,1033,3.4,10,56,600,20,0.77,2.2,168,11,3545,4.2,176,1.6,23,120,229,15.38,1.45,7.66,2.18,2.25,1.92,57.16,40517835.23,4081065.255
42,24,3.3,27,950,1.8,0.23,0.07,8.7,77,24,392,11,41,26,550,0.47,9.3,27,228,22,1.2,2.1,187,10,2596,2.7,71,2.4,22,54,250,12.39,0.67,4.2,2.9,0.77,2.11,68.52,40520510.52,4081071.276
40,16,1.4,31,1033,1.9,0.2,0.05,13,51,18,293,13,31,24,633,0.28,9.7,25,234,24,0.58,2.5,233,7,2646,2.1,69,1.6,24,48,267,11.14,0.9,3.51,2.72,0.86,2.48,72.32,40522294.04,4081075.758
27,5.1,1.4,26,967,1.9,0.11,0.05,9,40,12,211,24,27,20,567,0.57,13,20,398,23,0.4,8.9,253,9,3047,1.8,53,1.9,17,32,183,12.58,1.17,3.1,3.04,0.84,2.65,74.74,40524077.57,4081080.613
34,21,0.89,32,667,1.9,0.17,0.07,15,63,25,344,18,31,30,603,0.47,14,33,328,19,1.4,2.6,163,9,4296,1.5,83,2.3,21,40,383,12.5,1.11,4.43,2.5,1.04,1.73,76.56,40525861.1,4081085.841
37,4.6,1.3,30,967,1.8,0.14,0.04,9.7,45,15,344,16,48,22,633,0.12,12,19,391,26,0.52,3,263,10,4097,1.8,73,1.4,25,35,308,14,1.32,3.83,2.27,1.19,1.99,73.5,40528536.39,4081094.384
30,4.4,0.69,28,833,1.7,0.1,0.03,13,49,15,285,14,51,24,677,0.21,11,17,366,19,0.37,2.5,240,9,4396,2,77,1.3,21,32,367,14.24,1.58,3.98,2.28,1.14,1.95,73.48,40530319.92,4081100.546
27,4.1,0.6,15,1207,1.7,0.1,0.06,11,38,14,413,14,51,22,767,0.38,11,17,484,24,0.23,2.5,273,11,4147,1.3,78,1.4,18,68,300,15.24,1.66,4.68,2.77,1.34,2.35,68.65,40532103.45,4081107.082
20,5.6,0.8,18,1100,1.7,0.09,0.05,11,37,14,329,10,52,22,767,0.34,12,18,515,22,0.25,2.4,260,12,4446,1.6,73,1.4,18,48,450,15.07,1.62,4.04,2.5,1.12,2.06,72.26,40533886.99,4081113.991
27,5.4,0.69,22,1067,1.5,0.1,0.05,17,43,16,456,20,44,22,850,0.37,11,21,668,29,0.33,2.5,260,8,4846,1.9,87,1.7,18,45,358,14.49,1.83,4.67,2.31,1.45,1.94,69.18,40535670.52,4081121.273
30,4.9,0.8,25,933,1.6,0.1,0.05,13,47,16,361,11,39,24,667,0.31,12,21,515,19,0.37,2.1,240,10,4446,1.8,82,1.6,20,52,350,13.58,1.83,4.04,2.1,1.21,1.99,73.99,40538345.82,4081132.897
30,4.9,1,31,783,1.7,0.11,0.04,13,52,18,273,14,38,22,533,0.15,13,20,366,18,0.4,2.8,237,10,4446,1.7,77,1.3,20,45,417,12.92,1.49,3.77,2.15,0.96,2.21,73.91,40540129.36,4081141.114
42,6.1,1.5,44,667,1.7,0.15,0.15,15,77,28,352,20,35,31,683,5,15,31,390,43,0.72,3.3,183,7,4346,0.75,80,3.1,23,42,442,12.98,1.44,4.46,2.09,1.47,1.95,69.07,40549932.33,4082302.764
31,5.2,1.2,39,733,1.5,0.23,0.1,13,63,24,318,25,47,25,633,0.3,22,25,400,26,0.44,2.4,193,13,6095,1.8,97,0.5,25,94,525,12.07,1.74,4.63,2.2,1.62,1.99,69.89,40551715.64,4082313.409
31,6,2.4,33,783,1.8,0.18,0.11,16,73,27,494,22,46,25,833,0.3,20,38,500,26,0.56,2,200,9,4996,1.8,97,0.56,32,50,683,13.13,2.33,4.93,2.34,1.98,1.64,69.8,40554390.62,4082330.077
31,8.3,1.3,41,750,1.7,0.21,0.11,18,77,25,532,27,38,35,1000,0.27,17,34,365,36,0.57,1.8,170,10,4796,1.2,97,0.62,27,56,375,12.9,1.51,4.93,2.18,1.7,1.61,69.12,40556173.94,4082341.656
20,5.6,1.6,32,866,1.6,0.17,0.1,12,77,25,613,12,37,30,500,0.36,14,30,375,32,0.44,3.2,200,9,3597,1.2,80,1.5,24,50,367,12.6,3.24,4.43,2.46,2.86,1.86,67.32,40557957.26,4082353.609
12,4.1,0.6,17,1733,2.3,0.1,0.02,11,32,13,247,7.9,23,16,417,0.2,12,18,175,32,0.4,1.8,587,5,2197,1.1,36,0.44,20,43,342,15.17,1.66,2.17,3.39,0.64,4.01,69.89,40500000,4082156.352
14,5.5,1,22,1433,2.5,0.15,0.02,15,50,14,266,8.6,30,19,473,0.21,12,24,193,28,0.56,2.2,457,8,2896,1.5,53,0.74,23,44,392,15.17,1.52,2.65,3.09,0.84,3.15,72.35,40501783.29,4082156.539
22,5.7,1.4,43,1217,2.4,0.18,0.03,13,71,16,280,9.3,34,26,513,0.28,15,24,206,32,0.6,2.1,333,10,2946,1.6,54,0.77,25,41,308,13.66,1.28,2.91,3.05,0.81,2.87,71.73,40504458.22,4082157.519
19,3.7,2.3,22,1367,2.2,0.12,0.02,13,30,12,247,10,30,22,483,0.28,14,18,181,27,0.56,2,400,10,2596,0.97,37,0.73,25,44,383,14.41,1.41,2.34,3.27,0.59,3.46,71.38,40506241.51,4082158.64
21,3.4,0.89,24,1567,2.3,0.1,0.01,12,45,11,162,8.6,25,19,513,0.2,12,18,198,38,0.34,2.4,467,7,2497,1.2,40,0.62,23,32,333,14.49,1.41,2.05,3.19,0.49,3.58,74.08,40508024.8,4082160.134
12,4.1,0.8,17,2100,2.2,0.07,0.02,14,33,12,252,5.4,24,19,443,0.15,12,17,164,27,0.44,1.8,653,7,2247,0.89,33,0.41,17,41,358,15.83,1.62,2.14,3.36,0.56,3.81,70.7,40509808.09,4082162.001
36,5.5,1.8,19,900,3.8,0.31,0.02,21,49,16,442,5.4,38,24,600,0.98,19,27,203,27,0.46,2.6,247,10,3196,2.9,61,0.81,38,46,316,14.56,1.16,2.97,3.27,0.71,3.28,72.97,40512483.03,4082165.503
83,5,0.69,28,673,3.1,0.27,0.03,11,56,16,392,2.8,30,22,693,0.75,15,22,268,36,0.91,22,177,10,3645,2,60,1,37,48,716,13.41,1.41,3.24,3.21,0.81,3.08,72.07,40514266.32,4082168.304
31,5,0.8,26,833,3,0.18,0.05,11,56,15,344,8.6,32,19,647,0.56,18,21,315,30,0.46,5.7,250,11,3845,2,60,1,36,41,608,13.49,1.52,3.03,3.09,0.87,3.19,71.26,40516047.52,4083281.252
55,15,2.5,41,700,1.7,0.23,0.1,14,73,31,622,14,60,38,650,0.81,10,3.5,304,34,0.87,3.1,122,16,4693,3.5,86,2.6,25,70,417,14.96,1.1,5.51,2.66,1.49,1.41,67.79,40522288.23,4083295.307
26,5.1,1.1,23,710,1.6,0.09,0.07,8.7,35,15,335,7,30,24,493,0.54,10,20,285,21,0.46,2.5,247,9,3197,1.5,53,2,15,42,292,13.49,1.28,3.45,2.43,1.04,2.18,74.23,40524071.3,4083300.163
19,5.4,1.1,25,733,1.5,0.14,0.05,9.7,45,14,318,10,50,30,540,0.23,13,21,298,19,0.44,2.3,183,10,3997,2.1,70,1.6,18,38,367,13.41,1.25,3.88,2.3,1.09,1.86,73.42,40527637.42,4083310.995
14,6.4,0.89,29,733,1.6,0.11,0.05,17,53,19,456,7,52,25,783,0.46,15,30,405,16,0.49,2.4,193,12,5445,2.5,107,1.1,21,48,375,15.73,1.66,5.6,2.19,1.5,1.83,70.34,40530312.02,4083320.1
28,5,1.1,21,683,1.5,0.12,0.05,17,75,22,380,8,43,25,593,0.4,13,37,372,15,0.58,2.2,187,12,4996,1.8,97,1.7,18,43,333,15.83,1.74,5.5,2.24,1.44,1.72,67.77,40532095.09,4083326.637
20,6.4,1.4,25,717,1.4,0.14,0.05,17,63,18,307,14,45,25,633,0.44,13,31,335,20,0.6,2.2,187,11,4646,2,83,1.6,17,43,392,14.34,1.35,4.66,2.16,0.99,2.07,72.2,40533878.15,4083333.547
50,6.2,0.89,32,683,1.5,0.14,0.05,14,63,16,335,9,38,38,680,0.46,14,33,360,23,1.5,3.4,167,10,5146,2.1,87,1.9,17,42,425,14.17,1.25,4.46,2.18,0.92,1.91,72.26,40535661.22,4083340.831
39,3.1,0.69,20,1077,2.1,0.15,0.01,15,44,16,470,12,51,18,610,0.4,15,22,434,19,0.31,2,213,11,5595,2.3,82,1.1,23,30,467,14.34,1.48,4.24,2.16,1.01,1.91,68.17,40538335.83,4083352.458
38,5.9,1.1,24,733,1.5,0.12,0.05,11,50,14,329,16,34,24,567,0.63,12,22,385,16,0.62,2.3,213,7,4496,1.2,77,1.5,21,38,375,13.33,1.58,3.88,2.12,1.02,2.21,70.96,40540118.9,4083360.676
37,8.9,1,23,767,1.5,0.11,0.05,12,48,15,234,12,32,24,603,0.18,13,28,422,16,0.4,2.4,253,9,4496,1.4,73,1.2,17,50,367,13.41,1.69,3.96,2.07,1.02,2.35,71.98,40541901.97,4083369.267
38,5.1,1.3,30,783,2,0.17,0.07,14,63,18,456,9.5,38,32,593,0.28,14,36,385,27,0.51,2.4,253,10,4296,2,80,1.5,20,52,317,14.58,1.83,4.38,2.16,1.26,1.88,71.3,40543685.05,4083378.232
24,3.9,2,52,933,1.7,0.17,0.14,12,100,25,347,18,37,25,633,5,14,31,435,25,0.46,2.5,247,10,4796,1.9,90,0.79,20,40,442,13.33,1.79,4.77,2.09,1.62,2.26,66.08,40546359.66,4083392.38
31,4.4,0.5,36,667,1.5,0.15,0.12,9,56,20,242,15,28,22,500,0.3,16,20,375,23,0.4,2.5,217,7,4096,1.5,70,1.1,20,39,342,11.92,1.66,3.47,2.09,1.14,2.37,69.97,40549925.82,4083412.552
50,6.6,1.3,45,766,1.9,0.18,0.12,16,67,19,328,18,32,30,933,0.46,16,25,400,34,0.61,2.3,163,9,4047,1.2,73,1,24,56,358,12.3,1.41,4.14,2.14,1.21,1.75,70.59,40556159.29,4084561.241
18,3.2,0.69,38,1000,1.6,0.17,0.1,9.8,80,19,304,14,35,25,483,0.21,14,26,375,23,0.37,1.7,237,11,3847,1.6,73,0.76,20,32,425,11.54,3.45,3.68,2.37,1.49,1.8,66.53,40557942.15,4084573.196
28,4.4,0.4,59,1633,2.2,0.18,0.06,7.7,31,16,252,5.4,29,22,433,0.2,14,19,228,30,0.28,2.7,500,5,2896,1.6,44,0.73,22,44,342,14.49,1.35,2.74,3.09,0.72,3.23,76,40500000,4084375.899
21,5.1,0.6,25,1010,1.9,0.15,0.02,3.8,36,14,252,8.6,26,22,373,0.31,12,13,228,22,0.56,2.1,323,9,3046,1.6,47,1.1,22,44,325,13.49,1.24,2.68,2.85,0.79,2.97,80.03,40501782.83,4084376.085
35,4.4,0.5,19,1100,1.9,0.15,0.02,3.3,32,13,215,6.1,19,19,367,0.2,5,12,252,30,0.6,2.3,323,8,2297,1.3,35,0.74,17,37,283,15.17,1.24,2.28,3.39,0.59,3.5,74.14,40503565.65,4084376.646
21,4.4,0.69,20,1267,2.2,0.15,0.02,7.7,36,14,236,5.4,29,19,463,0.23,8.3,14,252,30,0.54,2.5,317,10,2596,1.3,41,0.62,23,46,333,15.32,1.2,2.28,3.45,0.63,3.42,75.96,40506239.89,4084378.187
21,4.3,0.89,23,1013,2.2,0.14,0.02,3.3,32,13,215,4.3,26,16,550,0.27,8.2,6.2,217,27,0.49,2.4,267,8,3245,1.6,41,0.69,26,37,508,14.41,1.34,2.28,3.19,0.69,3.15,78.49,40508022.71,4084379.681
26,5.1,1.3,24,883,2.1,0.23,0.04,3.3,27,15,318,8.6,29,22,500,0.34,12,12,262,20,0.54,2.4,243,10,3645,1.9,48,0.82,30,52,425,12.75,1.46,2.95,2.78,0.91,2.73,76.35,40509805.54,4084381.549
31,4.6,0.89,18,1067,3.1,0.15,0.06,12,46,16,309,7.9,33,19,630,0.4,21,23,298,31,0.43,2.8,313,9,3295,2.1,55,0.68,35,44,400,15.24,1.62,2.73,3.48,0.79,3.46,75.26,40511588.36,4084383.79
35,3.9,0.6,77,900,3.5,0.67,0.07,13,49,15,480,6.8,34,22,673,0.55,21,18,440,32,0.43,3.5,307,9,4044,1.9,61,0.5,40,68,525,15.41,2.12,3.25,3.45,0.96,3.76,72.41,40514262.6,4084387.853
33,4.3,2.6,19,883,4,0.46,0.04,15,39,13,575,5.4,42,19,550,1.9,25,22,374,31,0.56,3.3,270,12,3795,1.8,61,0.97,39,54,616,15.07,1.46,3.24,3.43,0.81,3.39,75.64,40516045.43,4084391.028
50,6.6,1,62,807,2.9,0.18,0.05,27,68,21,366,11,38,24,673,1.3,23,33,238,31,0.64,2.8,200,10,3895,2,86,1.3,34,50,450,13.75,1.06,4.08,3.02,0.92,2.25,76.33,40517828.26,4084394.577
55,16,1.7,36,767,2.6,0.23,0.04,23,110,27,537,14,47,31,720,0.63,21,41,298,31,0.69,3,190,13,5143,2.4,106,1.2,34,50,575,14.66,1.74,4.98,2.37,2.17,1.63,75.04,40522285.33,4084405.084
31,7.6,2.7,35,833,1.7,0.12,0.07,11,62,22,404,14,52,25,477,0.97,15,28,268,21,0.51,3.2,173,18,4147,3,80,2.2,23,50,517,12.92,0.93,4.03,2.98,1.04,1.75,75.32,40524065.02,4085519.72
17,4.6,2,24,733,1.5,0.11,0.05,14,73,21,413,8,57,30,540,0.31,15,34,298,29,0.34,1.9,200,13,4496,2.2,77,1.4,20,49,325,15.73,1.18,4.68,2.83,1.24,1.77,74.19,40527630.21,4085530.554
19,7.4,1.5,27,700,1.7,0.2,0.03,17,70,20,385,7,57,29,683,0.4,15,34,262,32,0.49,2.8,173,13,4196,2,87,1.6,20,38,342,15.41,1.11,5.1,2.6,1.16,1.64,71.17,40530304.11,4085539.661
10,3.6,1.2,15,667,1.5,0.1,0.03,27,117,27,608,8,160,25,933,0.27,23,40,366,27,0.34,2.1,160,32,8043,4.1,113,1.7,24,70,650,16.66,1.35,6.94,2.79,1.59,1.37,64.69,40532086.71,4085546.2
